Content ID,Content Type,Category,Reaction Type,Score,Sentiment,Datetime
f98dde71-ce1d-4f6c-bb05-ae05779d2207,GIF,soccer,disgust,0,negative,2021-03-30 23:01:37
f98dde71-ce1d-4f6c-bb05-ae05779d2207,GIF,soccer,disgust,0,negative,2020-10-22 03:40:50
388bd9db-9d10-4f47-87c4-6db46e83bc95,video,education,disgust,0,negative,2021-03-31 00:16:59
78d0075f-895c-4a15-a35c-a921e2bb2cea,photo,studying,disgust,0,negative,2020-12-07 00:39:27
78d0075f-895c-4a15-a35c-a921e2bb2cea,photo,studying,disgust,0,negative,2020-07-06 19:29:39
bda0b065-7f8b-4d52-b7e9-fcc375cdab08,photo,travel,disgust,0,negative,2020-09-11 20:55:52
bda0b065-7f8b-4d52-b7e9-fcc375cdab08,photo,travel,disgust,0,negative,2020-07-26 11:28:58
809b41e3-7a6f-4d80-84bf-f8d7b0e2d0e1,audio,dogs,disgust,0,negative,2021-05-11 03:04:50
34a3747a-0b77-42f6-ae19-87c38b94b674,GIF,science,disgust,0,negative,2021-04-28 07:00:56
2920dccb-e06f-49fc-8049-b6d4164dfe84,GIF,veganism,disgust,0,negative,2020-07-21 09:23:56
2920dccb-e06f-49fc-8049-b6d4164dfe84,GIF,veganism,disgust,0,negative,2020-06-21 14:10:42
f4e3840e-bb71-40c2-afc5-9408d842646d,photo,healthy eating,disgust,0,negative,2021-03-08 02:51:24
74718bbf-e5a3-442f-8ca2-4a3428757fc1,video,dogs,disgust,0,negative,2020-12-22 19:44:47
74718bbf-e5a3-442f-8ca2-4a3428757fc1,video,dogs,disgust,0,negative,2020-07-08 10:18:43
74718bbf-e5a3-442f-8ca2-4a3428757fc1,video,dogs,disgust,0,negative,2020-10-22 15:01:57
02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,video,cooking,disgust,0,negative,2021-01-17 23:43:53
02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,video,cooking,disgust,0,negative,2020-06-23 11:28:25
eec5e521-4c28-4e8a-93a9-d544803fad7e,audio,food,disgust,0,negative,2020-10-10 23:55:45
49367a0f-1fd5-4417-a7c9-4a154e1ae0ad,photo,technology,disgust,0,negative,2020-08-01 08:00:05
457301ee-3e87-40d8-8b82-ea4e1fa90e39,GIF,healthy eating,disgust,0,negative,2020-06-30 23:11:07
457301ee-3e87-40d8-8b82-ea4e1fa90e39,GIF,healthy eating,disgust,0,negative,2021-05-21 14:58:32
457301ee-3e87-40d8-8b82-ea4e1fa90e39,GIF,healthy eating,disgust,0,negative,2020-10-01 07:34:15
457301ee-3e87-40d8-8b82-ea4e1fa90e39,GIF,healthy eating,disgust,0,negative,2020-07-07 12:17:02
4fa14453-7b29-4302-b51f-9aa23b472c1b,audio,animals,disgust,0,negative,2020-09-08 15:30:59
34f73132-fff6-4f01-a5ec-4b4b66461fc7,photo,fitness,disgust,0,negative,2020-11-12 19:22:27
34f73132-fff6-4f01-a5ec-4b4b66461fc7,photo,fitness,disgust,0,negative,2020-09-21 08:22:31
34f73132-fff6-4f01-a5ec-4b4b66461fc7,photo,fitness,disgust,0,negative,2021-01-27 15:57:15
bfa4e11c-9d72-49b9-bd43-49d95c2e5181,photo,veganism,disgust,0,negative,2020-12-06 06:14:00
220d9dc1-f8a5-422d-b200-3819f3b89b2b,video,dogs,disgust,0,negative,2020-06-26 16:08:58
220d9dc1-f8a5-422d-b200-3819f3b89b2b,video,dogs,disgust,0,negative,2021-05-18 09:59:31
220d9dc1-f8a5-422d-b200-3819f3b89b2b,video,dogs,disgust,0,negative,2021-02-22 18:10:29
18b4da8a-5f22-4dbe-b2af-c9013581cdd9,GIF,studying,disgust,0,negative,2021-02-07 18:56:09
14ed7f7b-2c96-4458-8a39-606c25c14180,video,tennis,disgust,0,negative,2021-02-24 03:44:05
c01fa154-5348-4040-9d20-0bbf01f6349b,GIF,tennis,disgust,0,negative,2020-11-24 19:10:07
c01fa154-5348-4040-9d20-0bbf01f6349b,GIF,tennis,disgust,0,negative,2021-01-22 16:02:50
c01fa154-5348-4040-9d20-0bbf01f6349b,GIF,tennis,disgust,0,negative,2021-03-28 13:07:56
50c9237a-541c-4f10-a2be-7cbe076b2012,GIF,travel,disgust,0,negative,2020-09-03 10:59:45
50c9237a-541c-4f10-a2be-7cbe076b2012,GIF,travel,disgust,0,negative,2020-11-10 07:27:45
50c9237a-541c-4f10-a2be-7cbe076b2012,GIF,travel,disgust,0,negative,2021-01-25 00:52:11
50c9237a-541c-4f10-a2be-7cbe076b2012,GIF,travel,disgust,0,negative,2020-06-26 18:09:24
50c9237a-541c-4f10-a2be-7cbe076b2012,GIF,travel,disgust,0,negative,2021-01-20 19:32:40
5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,video,science,disgust,0,negative,2020-10-24 10:08:27
5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,video,science,disgust,0,negative,2020-08-07 09:07:19
5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,video,science,disgust,0,negative,2021-01-16 05:51:58
e442899c-d2d6-4392-be2d-a0b916ae47fb,video,technology,disgust,0,negative,2020-09-21 09:10:22
e442899c-d2d6-4392-be2d-a0b916ae47fb,video,technology,disgust,0,negative,2021-02-04 07:27:14
e442899c-d2d6-4392-be2d-a0b916ae47fb,video,technology,disgust,0,negative,2021-05-26 13:22:56
daab7b1a-fc8d-473e-bbf3-b29f4185ae56,video,science,disgust,0,negative,2020-12-20 01:10:46
daab7b1a-fc8d-473e-bbf3-b29f4185ae56,video,science,disgust,0,negative,2021-06-03 02:16:45
d852b946-01e1-44fe-abd7-26198660cbdb,GIF,food,disgust,0,negative,2020-09-10 10:21:40
5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,video,culture,disgust,0,negative,2020-07-15 19:23:08
5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,video,culture,disgust,0,negative,2021-02-12 16:04:02
5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,video,culture,disgust,0,negative,2020-06-25 05:15:12
ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,GIF,soccer,disgust,0,negative,2021-05-17 13:47:25
ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,GIF,soccer,disgust,0,negative,2021-04-29 18:04:17
ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,GIF,soccer,disgust,0,negative,2020-12-15 03:05:33
026973ef-4b73-4901-9160-bc9e04516057,audio,culture,disgust,0,negative,2020-12-27 23:36:09
026973ef-4b73-4901-9160-bc9e04516057,audio,culture,disgust,0,negative,2020-10-20 13:31:02
f08bdab2-b888-484e-8fd9-919e6ed86c12,audio,education,disgust,0,negative,2021-03-25 19:36:23
258bb775-3c35-4eec-90f3-8b75a52e466a,photo,education,disgust,0,negative,2020-11-26 14:04:36
8d32243c-2dd1-4128-bde1-d643207e582c,photo,studying,disgust,0,negative,2020-12-03 11:30:02
8d32243c-2dd1-4128-bde1-d643207e582c,photo,studying,disgust,0,negative,2021-04-13 07:30:34
8d32243c-2dd1-4128-bde1-d643207e582c,photo,studying,disgust,0,negative,2020-06-24 06:45:10
e2c433d2-096e-484e-8c69-28f0bb69f3b7,audio,science,disgust,0,negative,2021-01-24 20:52:36
e2c433d2-096e-484e-8c69-28f0bb69f3b7,audio,science,disgust,0,negative,2020-11-25 19:43:36
e2c433d2-096e-484e-8c69-28f0bb69f3b7,audio,science,disgust,0,negative,2021-01-26 15:54:27
eaddee3e-3a23-47cd-9785-ab7f2120a293,video,science,disgust,0,negative,2020-12-26 09:23:28
eaddee3e-3a23-47cd-9785-ab7f2120a293,video,science,disgust,0,negative,2021-04-02 21:00:06
9ef39aa2-60f9-4e4b-b666-c6cb97015503,GIF,travel,disgust,0,negative,2021-01-16 07:00:51
841403fd-321b-4118-90b3-cc0075d64047,GIF,studying,disgust,0,negative,2020-09-27 06:26:14
dcaa5091-1246-4d3c-aed8-dcd8e1da69cc,photo,science,disgust,0,negative,2020-12-29 08:39:57
dcaa5091-1246-4d3c-aed8-dcd8e1da69cc,photo,science,disgust,0,negative,2021-04-27 00:46:44
dcaa5091-1246-4d3c-aed8-dcd8e1da69cc,photo,science,disgust,0,negative,2020-11-20 10:39:52
0491183b-be25-4108-b667-8c30d3cdbf50,audio,veganism,disgust,0,negative,2020-07-11 18:45:12
359b93ea-446f-4202-8801-db238de5de4d,photo,food,disgust,0,negative,2021-02-26 19:38:28
86346263-02db-4020-a216-9e54f502f643,GIF,travel,disgust,0,negative,2020-09-19 14:51:08
86346263-02db-4020-a216-9e54f502f643,GIF,travel,disgust,0,negative,2020-11-04 05:30:31
3529c44b-d0f4-4bd2-b6eb-be97d2f7623f,photo,studying,disgust,0,negative,2020-09-28 14:41:07
9d94f180-947c-40f5-aa05-f1958759b7fc,video,science,disgust,0,negative,2021-03-13 14:46:31
497da46d-d5d5-45b0-827a-f2b75d7bf4c2,photo,culture,disgust,0,negative,2021-05-06 04:52:47
497da46d-d5d5-45b0-827a-f2b75d7bf4c2,photo,culture,disgust,0,negative,2021-03-18 15:44:36
fada6910-2cc5-4600-808c-1e6066f795a6,GIF,technology,disgust,0,negative,2020-08-26 19:01:45
be85274a-28f1-4c6d-9ea1-7b20d1e0c66f,photo,culture,disgust,0,negative,2021-02-27 07:03:18
be85274a-28f1-4c6d-9ea1-7b20d1e0c66f,photo,culture,disgust,0,negative,2020-06-27 14:11:54
1de2f0f9-61ab-43fb-9180-6870824c63c0,GIF,science,disgust,0,negative,2020-07-07 20:10:39
c2d6e707-f00e-4fa4-a193-eb36272f58df,GIF,veganism,disgust,0,negative,2021-04-15 19:16:38
af7971aa-5fd5-41d3-b6c3-583704a705a2,video,healthy eating,disgust,0,negative,2021-01-03 06:27:03
af7971aa-5fd5-41d3-b6c3-583704a705a2,video,healthy eating,disgust,0,negative,2021-04-20 15:01:31
5d8dbd6f-cc78-4f7a-a65c-cd9dde481dd0,video,healthy eating,disgust,0,negative,2020-11-24 08:08:35
5d8dbd6f-cc78-4f7a-a65c-cd9dde481dd0,video,healthy eating,disgust,0,negative,2020-12-21 19:33:48
5d8dbd6f-cc78-4f7a-a65c-cd9dde481dd0,video,healthy eating,disgust,0,negative,2021-05-04 17:40:53
cd568dd1-70cf-45d6-b495-10eebff8c920,photo,dogs,disgust,0,negative,2020-11-11 23:23:00
cd568dd1-70cf-45d6-b495-10eebff8c920,photo,dogs,disgust,0,negative,2021-02-15 11:09:58
72822fb8-8a40-4cf1-a86a-42140b3bf9f3,photo,travel,disgust,0,negative,2021-04-12 10:58:45
72822fb8-8a40-4cf1-a86a-42140b3bf9f3,photo,travel,disgust,0,negative,2021-01-01 15:36:54
72822fb8-8a40-4cf1-a86a-42140b3bf9f3,photo,travel,disgust,0,negative,2020-12-13 17:23:33
72822fb8-8a40-4cf1-a86a-42140b3bf9f3,photo,travel,disgust,0,negative,2020-11-13 10:06:14
ef99fd68-74fb-4c72-bc70-742ebca14499,video,soccer,disgust,0,negative,2021-05-25 23:39:00
d147ab3c-4097-4eec-b4dc-480e4ece801b,audio,culture,disgust,0,negative,2021-05-25 07:18:29
67f2a150-6086-4cbd-8d21-46250ccef5a2,GIF,cooking,disgust,0,negative,2020-10-23 11:36:46
67f2a150-6086-4cbd-8d21-46250ccef5a2,GIF,cooking,disgust,0,negative,2021-04-03 22:31:54
67f2a150-6086-4cbd-8d21-46250ccef5a2,GIF,cooking,disgust,0,negative,2020-12-23 13:18:04
67f2a150-6086-4cbd-8d21-46250ccef5a2,GIF,cooking,disgust,0,negative,2021-04-16 10:24:32
67f2a150-6086-4cbd-8d21-46250ccef5a2,GIF,cooking,disgust,0,negative,2020-07-08 21:07:05
67f2a150-6086-4cbd-8d21-46250ccef5a2,GIF,cooking,disgust,0,negative,2020-11-13 15:40:16
67f2a150-6086-4cbd-8d21-46250ccef5a2,GIF,cooking,disgust,0,negative,2020-09-14 10:32:35
67f2a150-6086-4cbd-8d21-46250ccef5a2,GIF,cooking,disgust,0,negative,2020-10-14 23:46:19
67f2a150-6086-4cbd-8d21-46250ccef5a2,GIF,cooking,disgust,0,negative,2020-11-01 08:01:26
67f2a150-6086-4cbd-8d21-46250ccef5a2,GIF,cooking,disgust,0,negative,2021-05-20 00:01:57
65545cfb-59bb-4dc1-a38b-82f268210da2,audio,technology,disgust,0,negative,2020-07-06 14:07:34
65545cfb-59bb-4dc1-a38b-82f268210da2,audio,technology,disgust,0,negative,2020-09-06 13:50:31
65545cfb-59bb-4dc1-a38b-82f268210da2,audio,technology,disgust,0,negative,2020-10-15 04:56:29
433607b3-eeb4-48b8-9263-9805c1b89d55,video,education,disgust,0,negative,2021-01-20 20:27:02
433607b3-eeb4-48b8-9263-9805c1b89d55,video,education,disgust,0,negative,2021-04-14 03:34:59
1000371f-7758-4c44-a1bc-41fd836b0bcb,audio,studying,disgust,0,negative,2021-01-23 20:42:09
5a5bf39d-1bfd-43f9-b304-ea8fbaaa3528,video,studying,disgust,0,negative,2020-07-06 15:48:58
8e3896e3-2f84-4b47-9365-fb562c9ed730,video,public speaking,disgust,0,negative,2020-09-24 20:48:52
8e3896e3-2f84-4b47-9365-fb562c9ed730,video,public speaking,disgust,0,negative,2020-09-01 08:27:47
8e3896e3-2f84-4b47-9365-fb562c9ed730,video,public speaking,disgust,0,negative,2021-02-02 11:04:40
de9796a6-d19d-4c41-a965-7aa4dcc69fee,audio,technology,disgust,0,negative,2021-05-06 16:55:56
391a9aa4-c04a-431e-8366-712d92267c2b,video,public speaking,disgust,0,negative,2021-05-24 09:55:46
391a9aa4-c04a-431e-8366-712d92267c2b,video,public speaking,disgust,0,negative,2021-04-29 20:20:44
36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,photo,food,disgust,0,negative,2020-12-25 06:35:14
36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,photo,food,disgust,0,negative,2020-12-12 11:40:51
36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,photo,food,disgust,0,negative,2020-07-15 12:39:27
c7066a17-2e12-49d2-bb9e-c8967051f490,GIF,public speaking,disgust,0,negative,2020-09-03 08:25:23
c6cbd704-9d4a-4ace-b61e-e5df74ee83af,photo,education,disgust,0,negative,2021-04-05 05:18:13
eb6fc324-f85b-4bfb-b712-0a3eceb0b9d7,GIF,soccer,disgust,0,negative,2020-08-21 17:43:38
b6c24086-becf-4615-801e-c3c298a8d4e2,photo,travel,disgust,0,negative,2020-11-04 01:35:06
b6c24086-becf-4615-801e-c3c298a8d4e2,photo,travel,disgust,0,negative,2021-05-23 19:58:37
b6c24086-becf-4615-801e-c3c298a8d4e2,photo,travel,disgust,0,negative,2020-06-20 11:04:25
b6c24086-becf-4615-801e-c3c298a8d4e2,photo,travel,disgust,0,negative,2020-07-20 16:21:17
1beeffff-f261-435f-a109-6fafe46669d4,photo,public speaking,disgust,0,negative,2021-01-24 03:47:10
1beeffff-f261-435f-a109-6fafe46669d4,photo,public speaking,disgust,0,negative,2021-03-12 04:13:07
1beeffff-f261-435f-a109-6fafe46669d4,photo,public speaking,disgust,0,negative,2020-11-26 18:34:59
3a7f83a0-b9f9-44c1-a15d-656c4095e732,GIF,soccer,disgust,0,negative,2020-10-15 10:31:03
2b6921de-e7f2-4e30-8feb-36bd41becaf0,audio,travel,disgust,0,negative,2021-05-06 03:02:17
b56a9e24-d0f2-4599-b893-c2889a15e1d6,video,veganism,disgust,0,negative,2020-07-04 16:40:20
b56a9e24-d0f2-4599-b893-c2889a15e1d6,video,veganism,disgust,0,negative,2020-07-21 02:54:53
61b45c79-c23b-4bbd-a4fe-0bb3611486c7,audio,tennis,disgust,0,negative,2021-01-08 20:20:39
61b45c79-c23b-4bbd-a4fe-0bb3611486c7,audio,tennis,disgust,0,negative,2021-04-13 05:12:33
2c511a63-5eb5-422f-8483-c9fcf9a29b55,GIF,technology,disgust,0,negative,2020-09-07 18:59:02
edc4a60a-b5ba-4178-b99e-9d34ed92599c,audio,technology,disgust,0,negative,2020-07-08 13:41:02
2cbbdbf6-b34e-4fbb-bdc6-904e61f91ce7,photo,animals,disgust,0,negative,2020-12-26 08:14:19
2cbbdbf6-b34e-4fbb-bdc6-904e61f91ce7,photo,animals,disgust,0,negative,2020-11-14 00:40:44
2cbbdbf6-b34e-4fbb-bdc6-904e61f91ce7,photo,animals,disgust,0,negative,2021-05-25 15:23:34
509a5fb0-9bb2-4809-9f90-18ae007acc94,video,dogs,disgust,0,negative,2020-10-16 08:30:30
509a5fb0-9bb2-4809-9f90-18ae007acc94,video,dogs,disgust,0,negative,2021-05-10 15:05:14
509a5fb0-9bb2-4809-9f90-18ae007acc94,video,dogs,disgust,0,negative,2021-01-13 19:15:17
f1038e6c-5292-4e20-a866-675e1637d6b5,GIF,soccer,disgust,0,negative,2020-06-20 06:53:17
08cc29f3-a22d-4652-8f27-ff9e0a826289,photo,technology,disgust,0,negative,2020-11-01 06:30:29
a784c1dd-e2ab-408d-a0c3-226a51d420e1,audio,technology,disgust,0,negative,2020-09-16 15:06:48
5bb364a6-8646-4cdb-b1cf-09f4125718d8,audio,soccer,disgust,0,negative,2020-07-12 11:17:41
5bb364a6-8646-4cdb-b1cf-09f4125718d8,audio,soccer,disgust,0,negative,2020-12-12 03:19:34
5bb364a6-8646-4cdb-b1cf-09f4125718d8,audio,soccer,disgust,0,negative,2021-03-07 03:51:55
de95cdb1-a85a-40de-8467-892e2d1481af,video,education,disgust,0,negative,2021-01-25 12:39:40
6199f5ca-cc02-410d-a408-e034946de162,video,animals,disgust,0,negative,2021-04-09 00:41:02
6199f5ca-cc02-410d-a408-e034946de162,video,animals,disgust,0,negative,2020-11-17 07:00:09
6199f5ca-cc02-410d-a408-e034946de162,video,animals,disgust,0,negative,2020-08-04 23:23:40
8490c29c-177f-4c21-9d37-d509f9287f30,GIF,tennis,disgust,0,negative,2021-05-26 07:47:45
bf8e2e7a-7a90-47f8-8dd6-01f8c6aa32ed,video,science,disgust,0,negative,2021-04-20 11:09:09
7c2e209e-acea-4246-a32d-636e2f2cc2c1,video,dogs,disgust,0,negative,2021-03-23 09:39:15
2eb7feec-26a4-4949-8470-3e66c16536e9,video,tennis,disgust,0,negative,2020-08-26 14:32:13
f783f128-6f66-4ef3-a190-5afc29d17012,GIF,tennis,disgust,0,negative,2021-05-02 06:03:32
7bb8c7ec-8d65-43e8-a9fb-ac01936b18cc,video,cooking,disgust,0,negative,2021-02-24 18:21:42
7bb8c7ec-8d65-43e8-a9fb-ac01936b18cc,video,cooking,disgust,0,negative,2020-07-04 05:59:03
6e418568-a2b9-4d08-b241-06362c96a7f1,video,food,disgust,0,negative,2021-02-02 07:51:17
6e418568-a2b9-4d08-b241-06362c96a7f1,video,food,disgust,0,negative,2021-04-16 03:54:08
93c0f4f6-8c1e-453e-8df0-3015b1e76376,video,technology,disgust,0,negative,2020-12-02 01:41:00
93c0f4f6-8c1e-453e-8df0-3015b1e76376,video,technology,disgust,0,negative,2020-10-13 17:28:55
c6f6e0f3-9fae-4bf9-abb3-cd7248a51061,audio,culture,disgust,0,negative,2021-05-02 09:58:15
c6f6e0f3-9fae-4bf9-abb3-cd7248a51061,audio,culture,disgust,0,negative,2020-10-08 12:47:30
413101f7-ea05-4df6-97cf-9891245c5ed7,photo,science,disgust,0,negative,2020-11-10 01:47:49
c136ae25-d882-4e2c-b515-5727ad2626a5,photo,soccer,disgust,0,negative,2021-04-19 00:15:40
c136ae25-d882-4e2c-b515-5727ad2626a5,photo,soccer,disgust,0,negative,2021-02-28 22:18:13
c136ae25-d882-4e2c-b515-5727ad2626a5,photo,soccer,disgust,0,negative,2020-08-24 18:29:38
c136ae25-d882-4e2c-b515-5727ad2626a5,photo,soccer,disgust,0,negative,2021-01-10 05:06:43
fa781e01-b928-401f-86f4-d42b0a3b55ab,photo,studying,disgust,0,negative,2021-04-12 12:29:19
43e53b12-71cb-4aad-9cb7-8c3572053230,audio,fitness,disgust,0,negative,2021-05-17 03:31:47
43e53b12-71cb-4aad-9cb7-8c3572053230,audio,fitness,disgust,0,negative,2020-09-30 22:50:48
43e53b12-71cb-4aad-9cb7-8c3572053230,audio,fitness,disgust,0,negative,2020-08-21 22:25:40
43e53b12-71cb-4aad-9cb7-8c3572053230,audio,fitness,disgust,0,negative,2020-07-28 06:10:41
43e53b12-71cb-4aad-9cb7-8c3572053230,audio,fitness,disgust,0,negative,2020-08-29 22:25:47
a58c963f-1bec-4eee-b66f-60062a9dd96e,video,dogs,disgust,0,negative,2020-08-18 18:21:08
a58c963f-1bec-4eee-b66f-60062a9dd96e,video,dogs,disgust,0,negative,2020-09-03 08:57:10
748ab616-8066-4c61-b6af-d7442545d12a,audio,veganism,disgust,0,negative,2021-03-29 11:19:06
43da458b-66fe-4723-996c-57dcfad67edf,GIF,food,disgust,0,negative,2021-06-15 06:17:11
43da458b-66fe-4723-996c-57dcfad67edf,GIF,food,disgust,0,negative,2021-04-05 15:06:16
43da458b-66fe-4723-996c-57dcfad67edf,GIF,food,disgust,0,negative,2020-11-24 06:34:59
7dc268e5-b50d-4280-82aa-e08af75a8a0a,photo,science,disgust,0,negative,2020-12-23 14:58:38
7dc268e5-b50d-4280-82aa-e08af75a8a0a,photo,science,disgust,0,negative,2020-09-18 13:44:54
ebdf5d36-9ecc-44d7-b641-d33805709452,audio,cooking,disgust,0,negative,2020-12-24 19:41:09
ebdf5d36-9ecc-44d7-b641-d33805709452,audio,cooking,disgust,0,negative,2020-12-05 18:33:57
ebdf5d36-9ecc-44d7-b641-d33805709452,audio,cooking,disgust,0,negative,2020-06-21 06:14:06
1429467d-e8a2-4292-bd46-921e8bd87b30,video,public speaking,disgust,0,negative,2020-11-01 13:02:28
d16d21cd-30c7-4b1e-b50c-aff5808fe816,photo,fitness,disgust,0,negative,2021-02-13 13:12:36
27ec2b21-a749-4181-b182-150a174fc277,GIF,animals,disgust,0,negative,2020-09-29 07:59:40
27ec2b21-a749-4181-b182-150a174fc277,GIF,animals,disgust,0,negative,2021-03-01 08:15:22
bac28166-5b8d-4f5d-88da-8c8f9a1c3f5b,video,food,disgust,0,negative,2020-10-21 22:08:42
1f466010-5c87-4b81-be83-5856481231fb,GIF,soccer,disgust,0,negative,2021-04-17 08:49:57
1f466010-5c87-4b81-be83-5856481231fb,GIF,soccer,disgust,0,negative,2020-11-18 07:45:21
1f466010-5c87-4b81-be83-5856481231fb,GIF,soccer,disgust,0,negative,2020-12-19 08:27:13
496645a7-64f7-4c56-94f5-a71671cb262e,GIF,dogs,disgust,0,negative,2021-01-16 13:22:09
80d4bec9-6441-41a2-be74-0eec3e5317ef,video,tennis,disgust,0,negative,2020-09-11 02:44:31
80d4bec9-6441-41a2-be74-0eec3e5317ef,video,tennis,disgust,0,negative,2021-03-16 02:28:12
457d54ed-e0bf-4574-80e3-561c1bbc4d3e,GIF,science,disgust,0,negative,2020-09-21 23:13:47
457d54ed-e0bf-4574-80e3-561c1bbc4d3e,GIF,science,disgust,0,negative,2020-07-29 19:07:57
57a8bb62-a264-42d4-a1b0-6e4c0f859a5e,audio,cooking,disgust,0,negative,2020-07-02 19:33:12
57a8bb62-a264-42d4-a1b0-6e4c0f859a5e,audio,cooking,disgust,0,negative,2020-09-04 00:39:07
ff883828-a610-492d-8635-8a777eaad25f,photo,education,disgust,0,negative,2020-12-27 12:13:58
ff883828-a610-492d-8635-8a777eaad25f,photo,education,disgust,0,negative,2021-04-13 09:50:35
ff883828-a610-492d-8635-8a777eaad25f,photo,education,disgust,0,negative,2020-07-21 12:55:02
ff883828-a610-492d-8635-8a777eaad25f,photo,education,disgust,0,negative,2021-01-01 18:11:30
2019333d-2b9c-4a22-904c-d1f1aa9c68bb,GIF,food,disgust,0,negative,2020-11-05 22:21:23
05776481-7b58-46d8-abf6-bf4de7831287,audio,travel,disgust,0,negative,2021-04-21 11:14:32
05776481-7b58-46d8-abf6-bf4de7831287,audio,travel,disgust,0,negative,2020-12-10 09:45:06
323c35ed-081f-4efd-8bd6-ce5208ceb0ed,GIF,animals,disgust,0,negative,2021-04-09 23:51:51
c9ab41d2-5728-4d94-b16a-1e9b7af9b21d,GIF,veganism,disgust,0,negative,2020-10-27 20:22:24
281054fd-2b89-4191-92ae-98e1bc0ed51b,video,fitness,disgust,0,negative,2021-04-30 22:43:17
281054fd-2b89-4191-92ae-98e1bc0ed51b,video,fitness,disgust,0,negative,2021-05-05 22:14:38
8ef185a2-8910-41f5-a109-95c925ebffa0,photo,public speaking,disgust,0,negative,2020-06-29 22:39:06
